latitudes,longitudes,Year,Month,Day,Time,hum_1,hum_2,hum_3,hum_4,hum_5,hum_6,hum_7,hum_8,hum_9,hum_10,hum_11,hum_12,hum_13,hum_14,hum_15,hum_16,hum_17,hum_18,hum_19,hum_20,hum_21,hum_22,hum_23,hum_24,hum_25,hum_26,hum_27,hum_28,hum_29,hum_30
7.96,168.84,2022,1,1,23.34,72.3365,47.7618,8.7402,0.921,2.7647,3.4598,2.2834,2.6379,3.613,5.3045,11.3762,16.8611,15.3412,16.2947,32.086,58.7054,41.0856,38.5763,24.2095,9.6068,5.355,3.7896,2.174,0.9266,0.5909,0.4225,0.2967,0.1986,0.1349,0.0871
-43.60,168.67,2022,1,1,23.36,60.3637,29.2286,17.9607,3.805,15.037,23.3948,30.3513,68.6093,69.9612,61.1529,54.5469,39.4728,5.6008,3.5635,4.4063,4.408,3.7384,3.7555,3.2951,2.9905,2.1472,1.2314,0.9931,0.7129,0.5012,0.3228,0.2068,0.1478,0.1067,0.0728
43.82,-42.58,2022,1,1,23.39,65.6015,63.5694,38.6171,1.6625,3.3573,2.8461,-6.1998,6.3821,19.5328,5.0505,6.2798,3.1407,1.6507,1.3853,1.2782,1.2182,1.3375,1.5078,1.7487,1.6093,1.6038,1.4353,1.1819,0.8162,0.5616,0.3741,0.215,0.1196,0.0802,0.0642
-55.94,153.22,2022,1,1,23.4,80.7243,72.3121,62.8447,55.0582,48.5215,25.3791,1.4978,11.2236,19.3752,6.4994,2.2935,1.7053,1.2188,1.0561,1.1251,0.8883,0.5295,0.3202,0.2728,0.1667,0.2161,0.1687,0.142,0.1148,0.0942,0.0804,0.0625,0.0485,0.0377,0.0299
44.12,-7.55,2022,1,1,23.4,74.6874,64.984,62.6375,52.7168,42.0866,46.7251,55.29,59.0827,61.3865,50.0966,41.8328,59.6626,34.2434,9.2539,5.6525,4.4146,3.2214,3.7965,2.9473,2.1766,1.639,1.1051,1.2878,1.1136,0.7026,0.5473,0.4174,0.2613,0.1293,0.0596
-3.13,131.03,2022,1,1,23.4,81.3268,72.0374,76.5194,81.6054,79.8077,76.0555,60.3411,55.6747,56.385,65.6272,61.1519,56.7641,52.5822,51.7442,50.3235,45.2683,36.6017,19.0003,13.433,11.9092,5.1733,2.828,1.954,1.1556,0.659,0.4389,0.2822,0.1936,0.1177,0.0714
-54.39,106.45,2022,1,1,23.46,75.0992,70.6964,20.769,29.5841,18.5538,34.9958,39.1121,37.2685,41.7538,21.8014,6.6381,3.1918,1.6598,1.2786,1.4261,1.294,0.9941,0.8492,0.5976,0.4341,0.3836,0.3195,0.2663,0.1987,0.1465,0.1049,0.0719,0.0506,0.0369,0.0281
-18.66,165.81,2022,1,1,23.47,87.0338,80.9443,73.1163,73.8361,76.2118,78.8428,73.9915,72.0839,68.1852,62.9304,61.2905,58.6289,53.0732,47.627,46.9696,46.4531,46.0157,45.9704,25.2744,11.9799,6.9422,3.6393,1.6804,0.808,0.4604,0.3026,0.2264,0.1783,0.1314,0.0901
-18.74,152.85,2022,1,1,23.5,75.6738,52.8811,6.9756,9.0697,19.6109,8.4951,5.1296,0.1212,1.1191,1.7831,2.6067,4.0994,6.4686,7.8306,14.7824,36.1357,61.7603,53.1591,36.2415,10.578,3.7398,2.2175,1.6938,1.1072,0.6342,0.3271,0.1951,0.1404,0.1109,0.0846
-22.70,139.34,2022,1,1,23.53,30.9411,37.2625,55.935,65.3009,41.3855,21.2117,9.2899,12.5222,7.3604,4.0672,6.4448,9.5782,14.3678,18.832,23.0977,31.0885,39.0623,28.0305,16.9731,11.19,7.6096,2.7415,1.279,0.8303,0.5961,0.406,0.2621,0.1927,0.1449,0.1079
73.18,-109.78,2022,1,1,23.59,53.3032,49.5892,82.6051,69.6249,54.4196,55.7101,54.0207,53.8526,42.5929,36.2624,34.8434,17.0679,8.2441,6.5558,5.6242,5.4481,5.5245,5.8475,6.4892,7.4328,7.8313,7.7699,7.6352,6.698,5.5781,4.4622,3.6848,3.1737,2.6847,2.4717
28.42,-54.50,2022,1,1,23.59,75.1109,77.6422,47.6961,18.6313,24.0132,12.1932,5.2356,17.5654,28.4059,32.4716,50.9783,28.4221,8.8844,4.6055,4.1567,5.0736,4.8435,4.6352,3.6942,2.9885,2.5386,1.6541,0.7354,0.3278,0.1822,0.1587,0.163,0.1682,0.1617,0.1401
86.70,27.37,2022,1,1,23.6,71.6925,57.5592,42.1022,37.063,44.8047,37.8024,27.3398,29.7684,37.9135,49.9427,40.8945,25.4231,16.8658,13.5092,11.3149,11.8018,11.2481,13.5447,15.5145,17.3207,18.7809,17.9364,19.7233,18.9406,18.0856,15.7354,11.775,10.0086,8.1754,5.7686
-65.21,40.29,2022,1,1,23.61,83.7914,63.2683,55.7241,35.6847,39.1814,62.882,29.2573,31.6718,39.0454,45.3764,53.8968,47.7381,4.5756,1.632,1.1793,1.1623,0.9899,0.7886,0.5166,0.3967,0.3225,0.2485,0.2094,0.1681,0.102,0.0726,0.0574,0.0468,0.0391,0.03
-47.54,103.06,2022,1,1,23.64,68.1677,18.5872,29.7228,24.2621,23.5142,45.2047,59.9822,45.0078,50.7564,57.0905,41.2121,17.519,5.5748,2.7262,2.2938,1.9831,1.7911,1.8024,1.5341,1.1382,1.1122,0.7449,0.4715,0.3137,0.224,0.1683,0.1171,0.074,0.0512,0.0366
47.33,-17.20,2022,1,1,23.65,71.0715,67.6619,63.9722,64.6205,55.9275,57.9575,47.2747,76.9978,21.0725,8.6994,4.2412,2.4814,2.1696,1.8991,1.769,1.8217,1.7988,1.875,2.2451,1.375,1.4378,1.5689,1.4679,1.3643,1.0461,0.6068,0.3179,0.2005,0.1204,0.0596
-69.46,-41.83,2022,1,1,23.66,68.8607,68.3984,46.8292,17.3595,33.3222,56.1185,45.0796,42.0263,43.4723,40.856,13.3654,6.2189,1.7948,0.7081,0.3629,0.2304,0.1703,0.1581,0.1425,0.1288,0.1152,0.093,0.0735,0.0664,0.0537,0.0465,0.0373,0.0291,0.0233,0.0184
60.24,-160.43,2022,1,1,23.7,65.213,25.8267,1.5546,-2.9305,2.6248,10.1265,20.2859,-5.3804,-9.7434,0.1265,2.314,1.3369,0.9535,0.7782,0.6821,0.5307,0.4505,0.3982,0.3125,0.3603,0.4151,0.4579,0.3641,0.2262,0.2136,0.2064,0.1862,0.1777,0.1794,0.158
-58.17,109.69,2022,1,1,23.71,80.2759,79.305,63.5993,67.5124,64.07,60.1712,61.4556,63.7059,53.1745,29.2583,4.8019,2.3644,1.4546,1.0324,0.6742,0.4969,0.5082,0.4587,0.3907,0.3423,0.2783,0.2314,0.1909,0.1538,0.0995,0.0624,0.0425,0.0337,0.0272,0.0207
-65.44,149.91,2022,1,1,23.71,84.0963,85.6532,78.7367,76.2302,72.4356,66.5371,57.6336,52.8338,47.66,45.926,14.9361,4.7985,2.2526,1.4104,0.8859,0.6388,0.4936,0.2769,0.1546,0.1098,0.0841,0.0784,0.0605,0.0455,0.0386,0.0319,0.0262,0.0219,0.018,0.0146
-43.60,-28.10,2022,1,1,23.77,80.7711,63.6226,39.6852,30.6324,34.4677,50.0977,44.0102,49.7161,63.8866,60.1552,54.7332,10.938,2.8512,1.4449,2.165,2.6294,3.0341,3.3752,2.5065,1.6482,1.1563,0.9918,0.7412,0.4935,0.3691,0.286,0.1897,0.1258,0.0741,0.0419
-46.24,-50.40,2022,1,1,23.79,80.7318,40.5362,37.0502,64.9799,64.6309,19.8019,23.5159,28.2969,29.6041,27.3917,14.1714,3.809,1.5275,1.5422,1.6411,1.4395,1.8397,1.9296,1.3379,0.8472,0.7113,0.539,0.4746,0.397,0.2633,0.1875,0.1348,0.0953,0.0675,0.0446
77.14,-0.13,2022,1,1,23.8,61.9259,27.2402,32.1046,41.8415,38.5056,48.8587,19.8041,33.7444,49.6531,22.1224,15.1613,7.7062,6.6569,6.8352,6.806,7.7957,8.7198,10.3095,11.672,13.2938,15.1465,18.4772,21.3481,17.3436,19.4574,21.0418,16.4001,11.3271,7.1938,4.3786
40.65,158.66,2022,1,1,23.83,57.8469,50.5197,41.9657,53.8422,66.2381,65.1242,67.0233,51.8389,10.7415,3.0727,1.0252,0.5355,0.4994,0.5258,0.5375,0.624,0.7311,0.753,0.9648,0.7434,0.508,0.4579,0.397,0.4116,0.4121,0.2934,0.1978,0.1436,0.1199,0.1079
-31.57,-5.73,2022,1,1,23.83,71.3209,13.9653,13.3996,8.4951,41.9148,70.4795,55.5919,21.6381,15.1706,10.4114,6.7391,3.5279,2.272,1.5974,2.6194,4.6868,6.2841,7.7229,6.9608,4.4202,2.7617,2.112,1.1698,0.7052,0.4485,0.3018,0.2352,0.1885,0.1419,0.0911
-78.11,-76.07,2022,1,1,23.86,81.5854,77.6041,65.7823,68.1573,56.078,52.8146,57.1039,58.7451,32.1541,14.873,6.3324,3.4327,1.9314,1.0438,0.5777,0.3036,0.1635,0.1081,0.093,0.0748,0.0645,0.0543,0.0422,0.0364,0.0314,0.0249,0.0208,0.0191,0.0159,0.0121
71.88,-135.89,2022,1,1,23.89,87.2435,65.2235,54.6185,32.4736,63.6936,62.2168,48.7572,31.2206,17.319,7.7944,4.0392,2.9367,2.3866,2.1697,1.8965,1.5243,1.3883,1.3363,1.2865,1.0948,0.951,0.8768,0.7666,0.7395,0.7288,0.6925,0.6493,0.5732,0.4436,0.3389
25.51,159.06,2022,1,1,23.9,62.9318,60.2556,8.8952,10.9243,4.8875,3.8748,6.1086,9.1743,2.9596,3.2221,4.2616,3.1134,4.3873,5.6862,6.8604,8.5911,12.1083,17.3908,18.8855,8.1323,3.3245,1.7393,1.6743,1.1379,0.575,0.3504,0.2237,0.1585,0.1275,0.1124
-21.04,-51.29,2022,1,1,23.91,63.3205,63.2238,63.3041,74.7812,67.0865,51.8895,23.945,7.5855,1.8274,1.6302,7.478,5.464,5.7567,9.6372,17.9899,22.5213,24.0473,29.0525,24.3099,13.1497,4.2809,1.7571,1.1049,0.7592,0.5772,0.4531,0.297,0.1858,0.1309,0.0918
26.09,132.54,2022,1,1,23.92,55.2986,56.2698,56.068,21.6559,2.7552,6.8229,25.735,13.1775,7.3168,13.6398,6.2273,2.573,6.1309,6.135,12.3593,15.5085,17.8127,16.7447,12.5958,6.0777,3.0566,2.1599,1.4164,0.8874,0.5641,0.3935,0.2938,0.2137,0.1586,0.1308
-70.51,-27.83,2022,1,1,23.93,82.2257,67.7355,37.9402,53.4824,50.7991,46.5033,27.0808,34.8196,48.2468,43.4635,9.9249,2.3624,0.8809,0.5754,0.4425,0.3041,0.2101,0.1673,0.1533,0.1374,0.1198,0.0981,0.0868,0.0674,0.0565,0.0481,0.0394,0.032,0.025,0.0188
-8.10,-14.10,2022,1,1,23.94,73.3665,27.9989,31.2346,13.0826,7.9289,9.6193,9.4184,11.3558,21.8698,34.2229,59.3873,57.9583,44.8379,34.9289,37.9052,48.0976,38.1529,28.3802,17.0483,9.9834,4.41,2.8111,2.2191,1.6138,1.1039,0.486,0.233,0.1395,0.1027,0.0668
66.86,162.12,2022,1,1,23.98,70.078,73.0477,80.4739,61.3933,60.8489,63.5749,73.7086,60.3945,64.4829,66.3548,33.9096,10.7398,3.622,2.4351,1.5031,1.1331,0.7414,0.5414,0.4754,0.4333,0.3165,0.3448,0.3386,0.278,0.2473,0.2018,0.1712,0.182,0.1528,0.1005
52.53,-174.58,2022,1,1,23.98,44.057,29.0371,25.2995,43.5803,22.1424,3.7651,18.0795,20.0407,26.7875,32.8403,45.2041,48.2448,10.0102,2.0069,1.1761,1.3928,1.6602,1.1552,0.6924,0.6753,0.5884,0.4108,0.3577,0.3532,0.2625,0.1805,0.1412,0.106,0.0847,0.0708
